Gene,SRR5886303,SRR5886304,SRR5886305,SRR5886306
SNORD102,74,75,68,59
SNORD103A,0,0,0,0
SNORD103B,0,0,0,0
SNORD103C,25,26,14,14
SNORD104,21,13,29,34
SNORD105,2,0,4,5
SNORD105B,13,3,4,4
SNORD107,0,0,0,0
SNORD108,0,0,0,0
SNORD109A,0,0,0,0
SNORD109B,0,0,0,0
SNORD11,84,86,72,32
SNORD110,95,72,129,114
SNORD111,17,18,20,15
SNORD111B,12,11,21,9
SNORD112,0,0,0,0
SNORD113-1,0,0,0,0
SNORD113-2,0,0,0,0
SNORD113-3,0,0,0,0
SNORD113-4,0,0,0,0
SNORD113-5,0,0,0,0
SNORD113-6,0,0,0,0
SNORD113-7,0,0,0,0
SNORD113-8,0,0,0,0
SNORD113-9,0,0,0,0
SNORD114-1,0,0,0,0
SNORD114-10,0,0,0,0
SNORD114-11,0,0,0,0
SNORD114-12,0,0,0,0
SNORD114-13,0,0,0,0
SNORD114-14,0,0,0,0
SNORD114-15,0,0,0,0
SNORD114-16,0,0,0,0
SNORD114-17,0,0,0,0
SNORD114-18,0,0,0,0
SNORD114-19,0,0,0,0
SNORD114-2,0,0,0,0
SNORD114-20,0,0,0,0
SNORD114-21,0,0,0,0
SNORD114-22,0,0,0,0
SNORD114-23,0,0,0,0
SNORD114-24,0,0,0,0
SNORD114-25,0,0,0,0
SNORD114-26,0,0,0,0
SNORD114-27,0,0,0,0
SNORD114-28,0,0,0,1
SNORD114-29,0,0,0,0
SNORD114-3,0,0,1,0
SNORD114-30,0,0,0,0
SNORD114-31,0,0,0,0
SNORD114-4,0,0,0,0
SNORD114-5,0,0,0,0
SNORD114-6,0,0,0,0
SNORD114-7,0,0,0,0
SNORD114-8,0,0,0,0
SNORD114-9,0,0,0,0
SNORD115-1,0,0,0,0
SNORD115-10,0,0,0,0
SNORD115-11,0,0,0,0
SNORD115-12,0,0,0,0
SNORD115-13,0,0,0,0
SNORD115-14,0,0,0,0
SNORD115-15,0,0,0,0
SNORD115-16,0,0,0,0
SNORD115-17,0,0,0,0
SNORD115-18,0,0,0,0
SNORD115-19,0,0,0,0
SNORD115-2,0,0,0,0
SNORD115-20,0,0,0,0
SNORD115-21,0,0,0,0
SNORD115-22,0,0,0,0
SNORD115-23,0,0,0,0
SNORD115-24,0,0,0,0
SNORD115-25,0,0,0,0
SNORD115-26,0,0,0,0
SNORD115-27,0,0,0,0
SNORD115-28,0,0,0,0
SNORD115-29,0,0,0,0
SNORD115-3,0,0,0,0
SNORD115-30,0,0,0,0
SNORD115-31,0,0,0,0
SNORD115-32,0,0,0,0
SNORD115-33,0,0,0,0
SNORD115-34,0,0,0,0
SNORD115-35,0,0,0,0
SNORD115-36,0,0,0,0
SNORD115-37,0,0,0,0
SNORD115-38,0,0,0,0
SNORD115-39,0,0,0,0
SNORD115-4,0,0,0,0
SNORD115-40,0,0,0,0
SNORD115-41,0,0,0,0
SNORD115-42,0,0,0,0
SNORD115-43,0,0,0,0
SNORD115-44,0,0,0,0
SNORD115-45,0,0,0,0
SNORD115-46,0,0,0,0
SNORD115-47,0,0,0,0
SNORD115-48,0,0,0,0
SNORD115-5,0,0,0,0
SNORD115-6,0,0,0,0
SNORD115-7,0,0,0,0
SNORD115-8,0,0,0,0
SNORD115-9,0,0,0,0
SNORD116-1,29,23,20,25
SNORD116-10,0,4,0,0
SNORD116-11,4,2,11,0
SNORD116-12,12,7,6,9
SNORD116-13,133,96,72,55
SNORD116-14,128,111,64,27
SNORD116-15,14,17,7,12
SNORD116-16,19,11,5,3
SNORD116-17,0,0,0,0
SNORD116-18,284,231,175,130
SNORD116-19,0,0,0,0
SNORD116-2,36,26,38,28
SNORD116-20,343,303,191,146
SNORD116-21,429,335,177,121
SNORD116-22,11,8,3,9
SNORD116-23,16,5,5,13
SNORD116-24,22,20,3,4
SNORD116-25,5,6,6,4
SNORD116-26,52,64,58,26
SNORD116-27,62,55,48,50
SNORD116-28,16,24,3,17
SNORD116-29,14,6,2,2
SNORD116-3,0,0,0,0
SNORD116-30,10,3,2,1
SNORD116-4,0,0,0,0
SNORD116-5,0,0,0,0
SNORD116-6,0,0,0,0
SNORD116-7,0,0,0,0
SNORD116-8,13,17,9,3
SNORD116-9,0,0,0,0
SNORD117,20,18,20,13
SNORD118,0,0,0,0
SNORD119,34,23,27,18
SNORD11B,32,27,24,27
SNORD12,336,263,446,322
SNORD121A,16,9,10,19
SNORD121B,4,7,1,8
SNORD123,0,0,0,0
SNORD124,6,6,1,8
SNORD125,15,0,22,24
SNORD126,10,7,13,16
SNORD127,6,3,6,4
SNORD128,3,1,11,3
SNORD129,17,27,63,26
SNORD12B,315,262,343,269
SNORD12C,151,75,181,144
SNORD13,661,256,353,355
SNORD130,5,6,2,0
SNORD131,0,0,1,0
SNORD132,20,15,10,6
SNORD133,11132,19061,3092,4627
SNORD134,38,6,50,56
SNORD135,3,0,12,4
SNORD136,21,20,36,21
SNORD137,0,0,0,0
SNORD138,21,16,27,20
SNORD139,11,0,24,22
SNORD13B-1,0,0,0,0
SNORD13B-2,0,0,0,0
SNORD13C,0,0,0,0
SNORD13D,0,0,0,0
SNORD13E,8,9,5,0
SNORD13F,6,10,5,4
SNORD13G,0,0,0,0
SNORD13H,7,1,11,0
SNORD13I,5,6,1,3
SNORD13J,0,0,0,1
SNORD140,1,0,0,0
SNORD141A,0,0,0,0
SNORD141B,0,0,0,0
SNORD142,24,18,14,19
SNORD143,37,33,10,17
SNORD144,18,22,1,6
SNORD145,0,0,0,2
SNORD146,8,12,4,11
SNORD147,0,0,1,0
SNORD148,0,0,0,0
SNORD149,1,0,1,1
SNORD14A,112,112,96,82
SNORD14B,271,196,300,216
SNORD14C,51,57,88,79
SNORD14D,71,60,139,128
SNORD14E,44,51,111,78
SNORD150,0,0,0,0
SNORD151,2,5,14,5
SNORD152,0,0,0,0
SNORD153,0,0,0,0
SNORD154,0,0,0,0
SNORD155,0,0,0,0
SNORD156,24,14,17,2
SNORD157,12,1,11,15
SNORD158,0,0,0,0
SNORD159,5,0,31,11
SNORD15A,155,159,139,134
SNORD15B,484,362,365,284
SNORD16,113,124,163,109
SNORD160,12,3,15,17
SNORD161,0,0,0,0
SNORD162,1,0,3,0
SNORD163,3,1,1,3
SNORD164,28,23,8,15
SNORD165,0,0,0,0
SNORD166,0,0,0,5
SNORD167,0,1,2,8
SNORD168,34,31,16,17
SNORD169,64,53,48,28
SNORD17,3664,1999,1946,1830
SNORD170,11,7,5,1
SNORD172,4,1,7,3
SNORD173,24,11,8,4
SNORD175,14,0,8,5
SNORD18A,27,17,30,27
SNORD18B,58,59,27,27
SNORD18C,108,100,49,48
SNORD19,51,55,47,41
SNORD19B,72,79,57,61
SNORD19C,85,73,81,64
SNORD1A,36,19,20,22
SNORD1B,27,29,41,20
SNORD1C,71,82,59,72
SNORD2,472,450,399,347
SNORD20,52,36,54,47
SNORD21,36,39,33,49
SNORD22,433,455,331,223
SNORD23,4,1,12,12
SNORD24,68,31,82,51
SNORD25,0,0,0,0
SNORD26,306,296,317,204
SNORD27,328,256,250,206
SNORD28,329,301,311,256
SNORD28B,0,0,0,0
SNORD29,258,228,207,168
SNORD30,215,239,195,178
SNORD31,438,360,353,300
SNORD31B,0,0,0,0
SNORD32A,90,34,120,87
SNORD32B,0,0,0,0
SNORD33,40,24,43,36
SNORD34,17,6,22,25
SNORD35A,97,32,129,106
SNORD35B,45,29,49,47
SNORD36A,232,225,283,218
SNORD36B,27,5,24,20
SNORD36C,108,124,92,68
SNORD37,24,6,23,15
SNORD38A,29,12,50,24
SNORD38B,96,60,71,80
SNORD38C,7,3,6,1
SNORD38D,0,0,0,0
SNORD3A,247338,161855,151743,166974
SNORD3B-1,0,0,0,0
SNORD3B-2,0,0,0,0
SNORD3C,130,102,77,82
SNORD3D,14,7,5,5
SNORD3E,0,0,0,0
SNORD3F,0,0,0,0
SNORD3G,0,0,0,0
SNORD3H,0,0,0,0
SNORD3I,0,0,0,0
SNORD3J,0,1,0,0
SNORD3K,2,6,0,0
SNORD3P3,0,0,0,1
SNORD41,6,0,3,0
SNORD42A,39,32,12,19
SNORD42B,46,35,51,42
SNORD43,76,63,100,73
SNORD44,272,244,284,244
SNORD45A,290,310,163,172
SNORD45B,217,231,127,123
SNORD45C,336,314,192,191
SNORD46,99,43,127,128
SNORD47,294,220,229,203
SNORD48,60,13,75,65
SNORD49A,400,366,367,299
SNORD49B,30,17,40,28
SNORD4A,233,154,212,181
SNORD4B,43,27,27,34
SNORD5,164,216,102,94
SNORD50A,43,65,36,48
SNORD50B,148,177,156,129
SNORD51,16,21,28,12
SNORD52,203,234,159,110
SNORD53,59,31,38,30
SNORD53B,18,30,36,14
SNORD54,31,45,50,36
SNORD55,9,5,10,20
SNORD56,30,16,29,29
SNORD56B,3,9,5,3
SNORD57,41,19,35,34
SNORD58A,42,57,41,28
SNORD58B,0,0,0,0
SNORD58C,53,46,48,37
SNORD59A,22,28,24,22
SNORD59B,19,9,5,11
SNORD6,118,120,82,84
SNORD60,61,38,100,83
SNORD61,4,2,1,4
SNORD62A,0,0,0,0
SNORD62B,0,0,0,0
SNORD63,65,70,41,24
SNORD63B,68,94,46,43
SNORD64,0,0,0,0
SNORD65,94,77,49,41
SNORD65B,0,0,0,0
SNORD65C,0,0,0,0
SNORD66,14,4,1,7
SNORD67,39,20,22,17
SNORD68,32,4,37,48
SNORD69,58,42,72,48
SNORD7,13,15,28,14
SNORD70,36,21,41,22
SNORD70B,67,70,64,65
SNORD71,5,8,12,11
SNORD72,77,73,57,53
SNORD73A,0,0,0,0
SNORD73B,10,13,12,5
SNORD74,207,87,343,277
SNORD74B,0,0,0,0
SNORD75,49,49,68,54
SNORD76,234,196,213,179
SNORD77,84,155,69,64
SNORD77B,0,0,0,0
SNORD78,185,190,248,165
SNORD79,120,154,84,78
SNORD8,18,12,21,16
SNORD80,479,472,587,408
SNORD81,78,71,73,69
SNORD82,13,14,5,15
SNORD83A,72,35,81,79
SNORD83B,79,13,104,73
SNORD84,95,75,75,39
SNORD86,0,0,0,0
SNORD87,96,89,49,44
SNORD88A,4,3,17,25
SNORD88B,26,5,47,26
SNORD88C,19,3,22,10
SNORD89,44,25,39,34
SNORD9,20,6,6,3
SNORD90,6,11,8,1
SNORD91A,28,24,31,22
SNORD91B,45,50,20,37
SNORD92,19,23,13,15
SNORD93,91,92,30,35
SNORD94,178,96,88,107
SNORD95,40,9,21,36
SNORD96A,246,176,239,174
SNORD96B,11,9,0,0
SNORD97,918,765,351,467
SNORD98,20,31,22,17
SNORD99,87,79,98,98
SNPH,9,9,9,6
SNRK,1384,1200,962,813
SNRK-AS1,0,4,1,0
SNRNP200,13226,8618,11776,9643
SNRNP25,737,323,1692,1291
SNRNP27,785,863,708,622
SNRNP35,309,227,335,234
SNRNP40,3818,2772,3940,2926
SNRNP48,4746,5143,4458,3569
SNRNP70,2238,1354,2672,2063
SNRPA,1901,1120,2161,1738
SNRPA1,779,824,1190,871
SNRPB,7178,3857,9340,7024
SNRPB2,2180,2228,1991,1555
SNRPC,4024,3060,4412,3316
SNRPD1,3910,3712,3845,2900
SNRPD2,7056,3176,8140,6008
SNRPD2P2,0,0,0,1
SNRPD3,7665,6199,7395,5447
SNRPE,2073,2054,1557,1647
SNRPF,2577,2795,2520,1838
SNRPG,2529,2196,2318,1745
SNRPN,82,65,51,54
SNTA1,167,59,205,143
SNTB1,3249,3048,3176,2315
SNTB2,1308,1067,2391,1947
SNTG1,2,0,0,0
SNTG2,0,0,0,0
SNTG2-AS1,0,0,0,0
SNTN,0,0,0,0
SNU13,5875,3341,6790,4940
SNUPN,1081,902,1121,769
SNURF,1,4,0,0
SNW1,5215,4845,4200,2809
SNX1,2456,1975,2611,2061
SNX10,332,355,293,298
SNX11,714,458,528,385
SNX12,3199,2150,3220,2394
SNX13,3874,3898,2435,1765
SNX14,3064,3028,1848,1405
SNX15,0,0,0,0
SNX16,427,491,171,173
SNX17,2537,1273,2785,1918
SNX18,1095,1038,370,347
SNX19,1734,1278,1027,772
SNX2,3210,3385,2333,1645
SNX20,0,0,0,0
SNX21,84,67,133,130
SNX22,6,4,7,18
SNX24,891,965,304,257
SNX25,1761,1429,2915,2084
SNX27,2929,2436,3119,2440
SNX29,271,176,345,290
SNX29P1,17,5,13,18
SNX29P2,1,5,0,2
SNX3,3727,3644,2582,2104
SNX30,1185,834,476,412
SNX31,0,1,1,1
SNX32,0,0,0,0
SNX33,590,288,797,606
SNX4,2118,2105,1760,1363
SNX5,4512,4334,2936,2236
SNX6,2842,2970,2432,1853
SNX7,339,356,205,130
SNX8,475,167,555,419
SNX9,4807,3965,3015,2390
SOAT1,4854,4953,3995,3377
SOAT2,0,0,0,0
SOBP,104,99,91,75
SOCS1,3,0,0,6
SOCS2,677,554,206,133
SOCS2-AS1,5,11,1,1
SOCS3,134,63,516,487
SOCS4,3252,3639,2126,1820
SOCS5,992,926,1067,956
SOCS6,894,830,615,531
SOCS7,1486,1003,902,804
SOD1,3859,3308,4719,3697
SOD2,34313,32628,9657,7409
SOD2-OT1,2,15,8,9
SOD3,0,0,0,0
SOGA1,719,320,1738,1690
SOGA3,3,1,0,0
SOHLH1,0,0,0,0
SOHLH2,0,0,0,1
SON,9656,7211,9253,9184
SORBS1,125,103,460,380
SORBS2,203,117,1018,952
SORBS3,97,40,159,149
SORCS1,6,11,0,1
SORCS2,287,90,160,127
SORCS3,0,0,0,0
SORCS3-AS1,0,0,0,0
SORD,1182,876,1876,1371
SORD2P,60,89,114,83
SORL1,1,2,100,53
SORT1,8058,6982,3132,2420
SOS1,2563,2300,1437,1320
SOS2,1940,1842,911,725
SOST,0,0,0,0
SOSTDC1,0,0,0,0
SOWAHA,1,4,0,0
SOWAHB,1,1,0,0
SOWAHC,752,760,325,295
SOWAHD,1,0,0,0
SOX1,0,0,0,0
SOX1-OT,0,0,0,0
SOX10,0,0,0,0
SOX11,0,0,0,0
SOX12,154,91,246,262
SOX13,265,163,308,342
SOX14,0,0,0,0
SOX15,0,0,14,10
SOX17,0,0,0,0
SOX18,1,0,2,2
SOX2,0,0,0,0
SOX2-OT,0,1,1,0
SOX21,0,0,0,0
SOX21-AS1,0,0,0,0
SOX3,0,0,0,0
SOX30,0,0,0,0
SOX4,1661,1203,1170,920
SOX5,0,0,3,1
SOX5-AS1,0,0,2,0
SOX6,17,12,9,4
SOX7,24,34,58,55
SOX8,0,0,0,0
SOX9,99,78,4,10
SOX9-AS1,0,0,0,0
SP1,11413,8932,7472,5963
SP100,920,865,543,382
SP110,64,73,129,78
SP140,1,4,2,1
SP140L,343,358,289,180
SP2,57,66,53,59
SP2-AS1,12,15,39,21
SP3,7596,7455,4640,3736
SP4,1193,1064,643,532
SP5,24,8,2,9
SP6,5,0,0,4
SP7,0,0,0,0
SP8,38,30,0,1
SP9,0,1,0,0
SPA17,73,97,89,81
SPAAR,0,4,1,2
SPACA1,0,0,0,0
SPACA3,0,0,0,0
SPACA4,0,0,0,0
SPACA5,0,1,1,0
SPACA5B,0,0,0,0
SPACA6,50,32,100,75
SPACA6P-AS,4,4,3,4
SPACA7,0,0,0,0
SPACA9,47,17,50,63
SPAG1,474,431,299,223
SPAG11A,0,0,0,0
SPAG11B,0,0,0,0
SPAG16,310,298,138,133
SPAG16-DT,1,1,1,0
SPAG17,2,3,0,0
SPAG4,99,40,111,74
SPAG5,6710,4887,8628,6503
SPAG5-AS1,6,0,0,4
SPAG6,0,1,0,1
SPAG7,695,439,950,742
SPAG8,3,5,16,7
SPAG9,6853,6506,4373,3220
SPAM1,0,0,0,0
SPANXA1,0,0,0,0
SPANXA2,0,0,0,0
SPANXA2-OT1,6,2,0,0
SPANXB1,20,38,1,2
SPANXC,1,0,0,0
SPANXD,0,1,0,0
SPANXN1,0,0,0,0
SPANXN2,0,0,0,0
SPANXN3,0,0,0,0
SPANXN4,0,0,0,0
SPANXN5,1,0,1,0
SPARC,5782,3736,49,18
SPARCL1,0,0,1,0
SPART,2922,2595,2766,2039
SPART-AS1,8,10,8,11
SPAST,1146,1125,954,938
SPATA1,2,4,5,0
SPATA12,7,2,16,2
SPATA13,479,379,993,849
SPATA13-AS1,0,0,0,0
SPATA16,0,0,0,0
SPATA17,45,39,57,57
SPATA17-AS1,0,0,0,0
SPATA18,0,0,0,0
SPATA19,0,0,0,0
SPATA2,241,174,168,193
SPATA20,285,86,505,350
SPATA21,0,0,1,0
SPATA22,0,0,0,0
SPATA24,43,31,65,55
SPATA25,18,11,10,10
SPATA2L,8,1,14,29
SPATA3,0,0,0,0
SPATA3-AS1,2,0,0,0
SPATA31A1,0,0,0,0
SPATA31A3,0,0,0,0
SPATA31A5,0,0,0,0
SPATA31A6,0,0,0,0
SPATA31A7,0,0,0,0
SPATA31C1,0,0,0,0
SPATA31C2,0,0,0,0
SPATA31D1,0,0,0,0
SPATA31D3,0,0,0,0
SPATA31D4,0,0,0,0
SPATA31D5P,0,0,0,0
SPATA31E1,0,0,0,0
SPATA32,1,0,1,0
SPATA33,88,43,214,169
SPATA4,6,6,1,1
SPATA41,2,1,1,2
SPATA42,0,0,0,0
SPATA45,2,0,0,0
SPATA46,0,0,0,0
SPATA48,0,0,0,0
SPATA5,2537,2327,1826,1345
SPATA5L1,926,784,912,792
SPATA6,3,5,3,1
SPATA6L,19,26,9,5
SPATA7,175,121,120,100
SPATA8,0,0,0,0
SPATA8-AS1,0,0,0,0
SPATA9,20,19,11,3
SPATC1,0,0,0,0
SPATC1L,12,2,17,17
SPATS1,0,1,0,0
SPATS2,2701,2166,2013,1674
SPATS2L,3700,3085,1675,1158
SPC24,1617,898,1645,1286
SPC25,1122,1098,733,550
SPCS1,2299,2442,2678,2196
SPCS2,885,792,645,575
SPCS3,3736,3996,3630,3467
SPDEF,2,0,2,2
SPDL1,4802,4750,3383,2456
SPDYA,58,43,40,57
SPDYC,0,0,1,1
SPDYE1,0,0,0,0
SPDYE10P,0,0,0,0
SPDYE11,0,0,0,0
SPDYE13,0,0,0,0
SPDYE14,0,0,0,0
SPDYE15,0,0,0,0
SPDYE16,0,0,0,0
SPDYE17,0,0,0,0
SPDYE18,8,6,6,7
SPDYE2,0,0,0,0
SPDYE2B,0,0,0,0
SPDYE3,0,0,0,0
SPDYE4,0,0,0,0
SPDYE5,0,0,0,0
SPDYE6,0,0,0,0
SPDYE7P,0,0,0,0
SPDYE8,0,0,0,0
SPECC1,6978,5656,8240,6582
SPECC1L,2073,1162,1015,802
SPECC1L-ADORA2A,10,2,2,4
SPEF1,1,2,1,5
SPEF2,400,335,113,91
SPEG,18,7,18,23
SPEGNB,0,0,0,0
SPEM1,0,0,0,0
SPEM2,0,0,0,0
SPEM3,0,0,0,0
SPEN,4116,2732,3923,4396
SPESP1,0,0,0,0
SPG11,3782,3504,2850,2195
SPG21,2944,2614,2985,2196
SPG7,819,325,1631,1469
SPHK1,116,40,311,244
SPHK2,46,22,83,77
SPHKAP,0,0,0,0
SPI1,0,0,0,0
SPIB,3,2,5,4
SPIC,0,0,0,0
SPICE1,2221,1983,1788,1395
SPIDR,1524,1175,1400,1084
SPIN1,6905,6289,3941,3125
SPIN2A,0,4,1,0
SPIN2B,165,184,166,87
SPIN3,1734,1770,772,635
SPIN4,663,638,335,361
SPINDOC,315,78,612,528
SPINK1,0,0,0,0
SPINK13,0,0,0,0
SPINK14,0,0,0,0
SPINK2,0,0,0,0
SPINK4,71,29,232,152
SPINK5,0,0,0,8
SPINK6,0,0,0,0
SPINK7,0,0,0,0
SPINK8,0,0,0,0
SPINK9,0,0,0,0
SPINT1,0,0,16,14
SPINT1-AS1,0,0,0,0
SPINT2,58,40,59,54
SPINT3,0,0,0,0
SPINT4,0,0,0,0
SPIRE1,4473,4004,2565,1802
SPIRE2,69,19,190,175
SPN,0,0,0,0
SPNS1,360,103,671,580
SPNS2,1,2,3,4
SPNS3,0,1,0,0
SPO11,0,0,0,0
SPOCD1,0,3,1,2
SPOCK1,43,41,29,23
SPOCK2,70,36,60,40
SPOCK3,0,0,0,0
SPON1,0,0,0,0
SPON2,0,0,1,6
SPOP,1711,1577,1044,763
SPOPL,2557,2739,1114,994
SPOUT1,796,244,1342,966
SPP1,0,0,5,2
SPP2,0,0,0,0
SPPL2A,2546,2568,1374,1215
SPPL2B,102,24,142,165
SPPL2C,0,0,0,0
SPPL3,816,670,719,601
SPR,822,409,1306,1087
SPRED1,3008,3103,920,842
SPRED2,1190,963,560,466
SPRED3,22,6,27,14
SPRN,0,0,0,0
SPRNP1,0,0,0,0
SPRR1A,0,0,0,0
SPRR1B,0,0,0,0
SPRR2A,0,0,0,0
SPRR2B,0,0,0,0
SPRR2C,0,0,0,0
SPRR2D,0,0,0,1
SPRR2E,0,0,0,0
SPRR2F,0,0,0,0
SPRR2G,0,0,0,0
SPRR3,0,0,0,8
SPRR4,0,0,0,0
SPRTN,648,652,657,538
SPRY1,312,257,164,144
SPRY2,727,643,174,136
SPRY3,57,57,20,13
SPRY4,317,228,59,24
SPRY4-AS1,43,52,2,3
SPRY4-IT1,22,13,2,1
SPRYD3,878,343,1355,922
SPRYD4,822,569,877,690
SPRYD7,329,349,317,279
SPSB1,184,82,399,388
SPSB2,76,29,76,72
SPSB3,124,30,192,144
SPSB4,0,0,1,1
SPTA1,0,1,0,0
SPTAN1,14245,7592,14199,11678
SPTB,95,31,77,94
SPTBN1,37639,24357,34954,27435
SPTBN2,1167,445,2109,1970
SPTBN4,2,1,2,0
SPTBN5,8,2,25,12
SPTLC1,3633,3586,2764,2320
SPTLC2,1850,1685,1558,1327
SPTLC3,235,211,266,203
SPTSSA,885,874,837,924
SPTSSB,0,0,0,0
SPTY2D1,2906,2715,2598,2023
SPTY2D1OS,39,22,42,27
SPX,125,160,12,14
SPZ1,1,0,0,0
SQLE,7755,7532,9104,6682
SQOR,953,793,669,570
SQSTM1,10866,5344,11152,8515
SRA1,1136,748,1024,786
SRARP,0,0,0,0
SRBD1,1454,1341,1350,969
SRC,419,126,280,304
SRCAP,1331,609,1926,2498
SRCIN1,5,0,7,5
SRD5A1,4551,3820,2926,2257
SRD5A1P1,6,7,3,3
SRD5A2,0,1,0,0
SRD5A3,583,582,456,321
SRD5A3-AS1,1,1,8,0
SREBF1,404,143,649,737
SREBF2,3238,1459,3170,2803
SREBF2-AS1,13,9,12,14
SREK1,4475,5223,3469,2710
SREK1IP1,1734,1929,1291,1145
SRF,1075,516,1050,824
SRFBP1,1557,1703,1187,985
SRGAP1,2959,2585,1476,1317
SRGAP2,1334,844,911,874
SRGAP2-AS1,0,0,0,0
SRGAP2B,541,429,187,183
SRGAP2C,1103,1089,480,380
SRGAP2D,288,217,216,182
SRGAP3,5,1,64,65
SRGAP3-AS2,0,0,0,0
SRGAP3-AS3,0,0,0,0
SRGAP3-AS4,0,0,0,0
SRGN,40,45,609,370
SRI,2089,1679,2459,1753
SRL,1,1,1,0
SRM,952,382,1601,1445
SRMS,0,0,0,0
SRP14,5368,4759,4030,3150
SRP14-AS1,119,84,53,53
SRP19,2200,2396,1955,1344
SRP54,3797,3763,2718,1965
SRP54-AS1,25,26,24,30
SRP68,1362,1054,1571,1488
SRP72,6094,6535,5091,4080
SRP9,4644,5208,2236,2395
SRPK1,12108,11507,11389,8563
SRPK2,2019,1747,1591,1353
SRPK3,0,0,0,0
SRPRA,1649,1174,1526,1303
SRPRB,5851,4615,6343,4514
SRPX,234,134,39,23
SRPX2,98,60,50,34
SRR,100,59,58,47
SRRD,2403,2017,1771,1327
SRRM1,2813,2608,2444,2218
SRRM2,6461,4148,8247,9745
SRRM2-AS1,8,4,18,12
SRRM3,3,2,2,0
SRRM4,2,2,2,2
SRRM5,2,2,13,11
SRRT,2289,1061,3463,2812
SRSF1,20289,20939,17440,14445
SRSF10,9715,10677,6387,5357
SRSF11,5758,5813,4234,3878
SRSF12,0,0,0,0
SRSF2,7096,6633,7523,6245
SRSF3,14495,13447,15718,12499
SRSF4,3282,2564,2457,1989
SRSF5,5240,4336,4401,3245
SRSF6,15099,13945,9246,7218
SRSF7,8336,6925,7023,5351
SRSF8,2230,2005,1644,1229
SRSF9,4107,2652,3808,3112
SRXN1,3212,2400,4389,3166
SRY,0,0,0,0
SS18,6124,5471,4237,3410
SS18L1,921,820,771,686
SS18L2,570,547,515,448
SSB,7140,8928,7887,5529
SSBP1,5494,4971,5098,3617
SSBP2,332,298,76,56
SSBP3,322,232,434,383
SSBP3-AS1,0,0,1,0
SSBP4,175,53,216,258
SSC4D,17,4,33,31
SSC5D,0,0,1,1
SSH1,1464,1064,946,879
SSH2,1826,1383,1231,1102
SSH3,69,23,300,324
SSMEM1,0,0,1,0
SSNA1,371,70,718,718
SSPN,7,12,0,2
SSPO,0,0,0,2
SSR1,14029,14694,14140,11648
SSR2,5083,2735,6337,4617
SSR3,12961,12256,11084,8345
SSR4,1858,756,2069,1739
SSR4P1,16,9,33,24
SSRP1,15633,11626,15416,11115
SST,0,0,0,0
SSTR1,47,35,28,42
SSTR2,0,0,1,0
SSTR3,0,0,0,0
SSTR4,0,0,0,0
SSTR5,0,0,0,0
SSTR5-AS1,0,0,0,0
SSU72,1972,1327,2386,1765
SSUH2,22,4,24,17
SSX1,2,0,4,0
SSX2,0,0,0,0
SSX2B,0,0,0,0
SSX2IP,2256,2555,1708,1545
SSX3,0,0,0,0
SSX4,0,0,0,0
SSX4B,0,0,0,0
SSX5,0,0,0,0
SSX6P,0,0,1,0
SSX7,0,0,0,0
SSX8P,0,0,0,0
SSX9P,0,0,0,0
ST13,4831,4399,5146,4149
ST13P4,333,259,330,273
ST14,32,11,611,583
ST18,12,22,12,13
ST20,62,45,74,63
ST20-AS1,10,16,34,19
ST20-MTHFS,1,0,0,1
ST3GAL1,1113,815,2175,1623
ST3GAL2,537,267,811,687
ST3GAL3,241,121,161,129
ST3GAL4,678,333,1012,795
ST3GAL5,70,57,44,25
ST3GAL5-AS1,1,0,1,1
ST3GAL6,26,71,0,1
ST3GAL6-AS1,0,1,0,0
ST6GAL1,1,0,16,6
ST6GAL2,0,0,0,0
ST6GALNAC1,0,0,7,8
ST6GALNAC2,0,0,1,0
ST6GALNAC3,0,0,0,0
ST6GALNAC4,182,30,433,408
ST6GALNAC5,26,25,0,0
ST6GALNAC6,454,192,618,543
ST7,928,714,963,791
ST7-AS1,24,14,16,11
ST7-AS2,0,0,0,0
ST7-OT3,17,14,4,15
ST7-OT4,127,115,119,124
ST7L,880,934,724,609
ST8SIA1,24,36,1,3
ST8SIA2,0,0,0,0
ST8SIA3,0,0,0,0
ST8SIA4,0,0,0,0
ST8SIA5,13,8,11,6
ST8SIA6,0,0,0,0
ST8SIA6-AS1,0,0,0,0
STAB1,0,1,1,1
STAB2,0,0,0,0
STAC,258,232,84,74
STAC2,1,0,18,18
STAC3,39,38,23,18
STAG1,8876,9145,5604,4287
STAG2,17538,18425,13251,10240
STAG3,15,15,6,5
STAG3L1,28,26,24,28
STAG3L2,199,103,300,301
STAG3L3,54,50,98,81
STAG3L4,701,484,590,429
STAG3L5P,228,217,213,191
STAG3L5P-PVRIG2P-PILRB,1090,566,1070,936
STAM,2918,2729,1988,1533
STAM-AS1,103,91,45,53
STAM2,1600,1588,1096,882
STAMBP,2269,1808,1596,1178
STAMBPL1,1263,1137,1845,1266
STAP1,0,0,0,0
STAP2,8,1,14,11
STAR,0,1,0,0
STARD10,128,58,125,119
STARD13,890,873,467,313
STARD13-AS,2,0,0,0
STARD3,449,187,388,342
STARD3NL,1159,1087,840,632
STARD4,2206,2293,1745,1650
STARD4-AS1,48,35,17,18
STARD5,65,51,30,19
STARD6,0,0,1,0
STARD7,9095,7804,8100,5975
STARD7-AS1,186,104,99,95
STARD8,120,72,196,150
STARD9,903,497,594,530
